"","side_of_field","yardline_100","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","game_half","drive","qtr","down","goal_to_go","ydstogo","ydsnet","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","run_location","run_gap","td_team","score_differential","jax_score","opp_score","jax_timeouts_remaining","opp_timeouts_remaining","offensive_play"
"36009","2",75,895,1795,3595,"1",1,1,1,0,10,67,0,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36011","2",63,834,1734,3534,"1",1,1,1,0,10,67,6,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36012","2",57,795,1695,3495,"1",1,1,2,0,4,67,3,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36013","2",54,758,1658,3458,"1",1,1,3,0,1,67,3,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36014","2",51,717,1617,3417,"1",1,1,1,0,10,67,1,0,0,1,1,"1","3","0",0,0,0,3,3,1
"36015","1",50,675,1575,3375,"1",1,1,2,0,9,67,11,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36016","0",39,635,1535,3335,"1",1,1,1,0,10,67,3,1,0,0,0,"0","0","0",0,0,0,3,3,1
"36017","0",36,596,1496,3296,"1",1,1,2,0,7,67,2,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36019","0",12,513,1413,3213,"1",1,1,1,0,10,67,1,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36021","0",11,481,1381,3181,"1",1,1,3,0,9,67,3,1,0,1,1,"0","0","0",0,0,0,3,3,1
"36024","0",79,435,1335,3135,"1",2,1,1,0,10,79,27,0,1,0,0,"2","1","0",-3,3,0,3,3,0
"36027","2",1,350,1250,3050,"1",2,1,1,1,1,79,1,0,0,0,0,"0","0","2",-3,3,6,3,3,0
"36030","2",75,346,1246,3046,"1",3,1,1,0,10,9,7,0,0,0,0,"1","3","0",-4,3,7,3,3,1
"36031","2",68,308,1208,3008,"1",3,1,2,0,3,9,2,0,0,0,0,"2","0","0",-4,3,7,3,3,1
"36034","0",86,250,1150,2950,"1",4,1,1,0,10,15,2,0,0,0,0,"2","2","0",4,3,7,3,3,0
"36038","0",72,125,1025,2825,"1",4,1,2,0,10,15,17,1,0,0,0,"1","3","0",4,3,7,3,3,0
"36047","2",76,849,849,2649,"1",5,2,3,0,4,16,7,1,0,1,1,"0","0","0",-4,3,7,3,3,1
"36048","2",69,825,825,2625,"1",5,2,1,0,10,16,-5,0,0,0,0,"0","0","0",-4,3,7,3,3,1
"36052","0",75,689,689,2489,"1",6,2,1,0,10,75,10,0,0,0,0,"2","0","0",4,3,7,3,3,0
"36053","0",65,656,656,2456,"1",6,2,1,0,10,75,0,1,0,0,0,"0","0","0",4,3,7,3,3,0
"36056","0",56,567,567,2367,"1",6,2,3,0,1,75,2,0,0,0,0,"1","3","0",4,3,7,3,2,0
"36058","2",48,490,490,2290,"1",6,2,2,0,4,75,23,0,0,0,0,"1","3","0",4,3,7,3,2,0
"36061","2",4,360,360,2160,"1",6,2,1,1,4,75,3,1,0,0,0,"1","3","0",4,3,7,3,2,0
"36062","2",1,323,323,2123,"1",6,2,2,1,1,75,1,0,0,0,0,"1","3","2",4,3,13,3,2,0
"36065","2",75,318,318,2118,"1",7,2,1,0,10,17,8,0,0,1,1,"1","3","0",-11,3,14,3,2,1
"36066","2",67,279,279,2079,"1",7,2,2,0,2,17,10,0,0,0,0,"1","3","0",-11,3,14,3,2,1
"36073","0",80,112,112,1912,"1",8,2,1,0,10,80,35,0,0,0,0,"0","0","0",11,3,14,3,2,0
"36079","2",67,84,84,1884,"1",9,2,3,0,2,7,-1,1,0,0,0,"1","3","0",-18,3,21,3,2,1
"36083","0",74,70,70,1870,"1",10,2,1,0,5,57,7,1,0,0,0,"1","3","0",18,3,21,3,1,0
"36096","0",84,895,1795,1795,"2",12,3,1,0,10,84,0,0,0,0,0,"2","0","0",21,3,24,3,3,0
"36104","2",61,704,1604,1604,"2",13,3,4,0,1,70,2,0,0,0,0,"1","3","0",-28,3,31,3,3,1
"36112","0",47,460,1360,1360,"2",13,3,2,0,14,70,5,1,0,1,1,"2","0","0",-28,3,31,3,3,1
"36120","0",54,305,1205,1205,"2",14,3,1,0,10,73,1,1,0,0,0,"0","0","0",21,10,31,3,3,0
"36123","1",50,164,1064,1064,"2",14,3,2,0,22,73,6,0,0,0,0,"2","0","0",21,10,31,3,3,0
"36129","2",70,46,946,946,"2",15,3,1,0,10,19,8,1,1,0,0,"1","3","0",-28,10,38,3,3,1
"36131","2",62,17,917,917,"2",15,3,3,0,2,19,1,1,0,0,0,"1","3","0",-28,10,38,3,3,1
"36134","2",38,894,894,894,"2",16,4,1,0,10,38,5,0,0,0,0,"1","3","0",28,10,38,3,3,0
"36135","2",33,857,857,857,"2",16,4,2,0,5,38,9,1,0,0,0,"0","0","0",28,10,38,3,3,0
"36136","2",24,820,820,820,"2",16,4,1,0,10,38,5,0,0,0,0,"2","0","0",28,10,38,3,3,0
"36137","2",19,782,782,782,"2",16,4,2,0,5,38,4,0,0,0,0,"0","0","0",28,10,38,3,3,0
"36138","2",15,745,745,745,"2",16,4,3,0,1,38,3,0,0,0,0,"1","3","0",28,10,38,3,3,0
"36148","0",76,616,616,616,"2",18,4,2,0,10,4,4,0,0,0,0,"2","0","0",35,10,45,3,3,0
"36156","2",54,445,445,445,"2",19,4,1,0,10,52,4,1,0,0,0,"0","0","0",-35,10,45,3,3,1
"36157","1",50,418,418,418,"2",19,4,2,0,6,52,7,1,0,1,1,"1","3","0",-35,10,45,3,3,1
"36162","0",64,334,334,334,"2",20,4,1,0,10,39,1,0,0,0,0,"1","3","0",35,10,45,3,3,0
"36163","0",63,292,292,292,"2",20,4,2,0,9,39,3,0,0,0,0,"0","0","0",35,10,45,3,3,0
"36166","0",51,193,193,193,"2",20,4,1,0,10,39,3,1,0,0,0,"0","0","0",35,10,45,3,3,0
"36167","2",48,153,153,153,"2",20,4,2,0,7,39,14,0,0,0,0,"0","0","0",35,10,45,3,3,0
"36168","2",34,146,146,146,"2",20,4,1,0,10,39,5,0,0,0,0,"0","0","0",35,10,45,3,3,0
"36170","2",29,120,120,120,"2",20,4,2,0,5,39,6,0,0,0,0,"2","0","0",35,10,45,3,3,0
"38802","0",75,900,1800,3600,"1",1,1,1,0,10,75,8,0,0,0,0,"0","1","0",0,0,0,3,3,0
"38803","0",67,869,1769,3569,"1",1,1,2,0,2,75,1,0,1,0,0,"0","2","0",0,0,0,3,3,0
"38804","0",66,836,1736,3536,"1",1,1,3,0,1,75,6,1,0,0,0,"0","2","0",0,0,0,3,3,0
"38807","2",41,735,1635,3435,"1",1,1,1,0,10,75,1,0,0,0,0,"2","1","0",0,0,0,3,3,0
"38811","2",75,689,1589,3389,"1",2,1,1,0,10,65,5,0,0,0,0,"1","3","0",-7,0,7,3,3,1
"38812","2",70,660,1560,3360,"1",2,1,2,0,5,65,1,0,0,0,0,"2","1","0",-7,0,7,3,3,1
"38814","0",14,579,1479,3279,"1",2,1,1,0,10,65,1,0,0,0,0,"0","0","0",-7,0,7,3,3,1
"38816","0",13,535,1435,3235,"1",2,1,3,0,9,65,3,1,0,1,1,"1","3","0",-7,0,7,3,3,1
"38820","0",62,466,1366,3166,"1",3,1,1,0,10,60,2,0,1,0,0,"0","2","0",4,3,7,3,3,0
"38824","2",18,341,1241,3041,"1",3,1,2,0,10,60,3,1,0,0,0,"0","1","0",4,3,7,3,3,0
"38829","2",66,283,1183,2983,"1",4,1,2,0,10,3,3,1,0,0,0,"0","0","0",-7,3,10,3,3,1
"38832","0",85,224,1124,2924,"1",5,1,1,0,10,29,9,0,0,0,0,"0","0","0",7,3,10,3,3,0
"38833","0",76,184,1084,2884,"1",5,1,2,0,1,29,6,0,0,0,0,"2","1","0",7,3,10,3,3,0
"38834","0",70,142,1042,2842,"1",5,1,1,0,10,29,-4,0,0,0,0,"0","2","0",7,3,10,3,3,0
"38844","2",84,816,816,2616,"1",6,2,1,0,10,-5,-1,0,0,0,0,"2","2","0",-7,3,10,3,2,1
"38848","0",56,724,724,2524,"1",7,2,1,0,10,10,3,0,0,0,0,"0","2","0",7,3,10,3,2,0
"38849","0",53,690,690,2490,"1",7,2,2,0,7,10,9,0,0,0,0,"2","1","0",7,3,10,3,2,0
"38850","2",44,651,651,2451,"1",7,2,1,0,10,10,9,0,0,0,0,"2","2","0",7,3,10,3,2,0
"38851","2",35,609,609,2409,"1",7,2,2,0,1,10,4,0,0,0,0,"2","2","0",7,3,10,3,2,0
"38852","2",31,568,568,2368,"1",7,2,1,0,10,10,-3,0,0,0,0,"0","0","0",7,3,10,3,2,0
"38857","2",96,458,458,2258,"1",8,2,1,0,10,-2,2,0,0,0,0,"0","1","0",-7,3,10,3,2,1
"38858","2",94,415,415,2215,"1",8,2,2,0,8,-2,-4,0,0,0,0,"0","0","0",-7,3,10,3,2,1
"38863","2",35,304,304,2104,"1",9,2,1,0,10,35,3,0,0,0,0,"2","1","0",7,3,10,3,2,0
"38866","2",27,249,249,2049,"1",9,2,1,0,10,35,5,1,0,0,0,"1","3","0",7,3,10,3,2,0
"38867","2",17,228,228,2028,"1",9,2,1,0,10,35,5,0,0,0,0,"0","1","0",7,3,10,3,2,0
"38868","2",12,190,190,1990,"1",9,2,2,0,5,35,-3,0,0,0,0,"1","3","0",7,3,10,3,2,0
"38878","0",78,77,77,1877,"1",11,2,1,0,10,69,11,1,0,0,0,"1","3","0",10,3,13,3,2,0
"38889","2",75,900,1800,1800,"2",12,3,1,0,10,6,7,0,0,0,0,"0","0","0",-13,3,16,3,3,1
"38890","2",68,863,1763,1763,"2",12,3,2,0,3,6,-1,0,0,0,0,"1","3","0",-13,3,16,3,3,1
"38893","0",97,808,1708,1708,"2",13,3,1,0,10,48,0,0,0,0,0,"0","1","0",13,3,16,3,3,0
"38895","0",68,730,1630,1630,"2",13,3,1,0,10,48,4,1,0,0,0,"0","2","0",13,3,16,3,3,0
"38898","0",58,647,1547,1547,"2",13,3,1,0,10,48,0,0,0,0,0,"2","1","0",13,3,16,3,2,0
"38903","2",83,491,1391,1391,"2",14,3,2,0,9,59,17,0,0,0,0,"1","3","0",-13,3,16,3,2,1
"38904","2",76,471,1371,1371,"2",14,3,2,0,2,59,11,0,0,0,0,"0","0","0",-13,3,16,3,2,1
"38906","0",45,405,1305,1305,"2",14,3,1,0,10,59,5,1,0,0,0,"1","3","0",-13,3,16,3,2,1
"38907","0",40,371,1271,1271,"2",14,3,2,0,5,59,3,1,0,0,0,"2","0","0",-13,3,16,3,2,1
"38908","0",37,331,1231,1231,"2",14,3,3,0,2,59,1,0,0,0,0,"2","1","0",-13,3,16,3,2,1
"38910","0",30,270,1170,1170,"2",14,3,1,0,10,59,2,0,0,1,1,"1","3","0",-13,3,16,3,2,1
"38915","0",14,112,1012,1012,"2",14,3,2,0,10,59,1,0,0,0,0,"1","3","0",-13,3,16,3,2,1
"38919","0",75,28,928,928,"2",15,3,1,0,10,10,5,0,0,0,0,"0","2","0",10,6,16,3,2,0
"38922","0",65,856,856,856,"2",15,4,1,0,10,10,1,1,0,0,0,"0","0","0",10,6,16,3,2,0
"38930","2",68,632,632,632,"2",16,4,1,0,10,79,-1,0,0,0,0,"0","1","0",-10,6,16,3,2,1
"38933","2",61,518,518,518,"2",16,4,3,0,3,79,2,1,0,0,0,"1","3","0",-10,6,16,3,2,1
"38935","2",59,476,476,476,"2",16,4,4,0,1,79,1,0,0,0,0,"0","1","0",-10,6,16,2,2,1
"38940","0",25,382,382,382,"2",16,4,2,0,10,79,11,1,0,1,1,"0","0","0",-10,6,16,2,2,1
"38945","0",70,310,310,310,"2",17,4,1,0,10,43,9,1,0,0,0,"1","3","0",3,13,16,2,2,0
"38946","0",61,264,264,264,"2",17,4,2,0,1,43,4,0,0,0,0,"1","3","0",3,13,16,2,2,0
"38947","0",57,225,225,225,"2",17,4,1,0,10,43,4,1,0,0,0,"1","3","0",3,13,16,2,2,0
"38948","0",53,183,183,183,"2",17,4,2,0,6,43,9,0,0,0,0,"0","0","0",3,13,16,2,2,0
"38949","2",44,138,138,138,"2",17,4,1,0,10,43,1,0,0,0,0,"1","3","0",3,13,16,2,2,0
"38951","2",43,132,132,132,"2",17,4,2,0,9,43,12,1,0,0,0,"2","0","0",3,13,16,1,2,0
"38953","2",36,125,125,125,"2",17,4,1,0,15,43,3,1,0,0,0,"2","2","0",3,13,16,1,2,0
"38955","2",33,120,120,120,"2",17,4,2,0,12,43,1,0,0,0,0,"2","2","0",3,13,16,1,2,0
"38962","2",57,82,82,82,"2",18,4,2,0,2,65,8,1,1,1,1,"1","3","0",-3,13,16,0,1,1
"41331","0",82,894,1794,3594,"1",1,1,1,0,10,82,4,0,0,0,0,"0","0","0",0,0,0,3,3,0
"41338","2",17,694,1594,3394,"1",1,1,1,0,10,82,17,0,0,0,0,"0","0","2",0,0,6,3,3,0
"41342","2",12,650,1550,3350,"1",3,1,1,0,10,25,0,0,0,0,0,"0","0","0",7,0,7,3,3,0
"41347","2",75,568,1468,3268,"1",4,1,1,0,10,17,6,0,0,0,0,"0","2","0",-14,0,14,3,3,1
"41348","2",69,535,1435,3235,"1",4,1,2,0,4,17,5,1,0,1,1,"2","0","0",-14,0,14,3,3,1
"41350","2",61,466,1366,3166,"1",4,1,2,0,7,17,3,0,0,0,0,"0","2","0",-14,0,14,3,3,1
"41354","0",85,368,1268,3068,"1",5,1,2,0,4,67,2,0,0,0,0,"2","1","0",14,0,14,3,3,0
"41357","0",59,282,1182,2982,"1",5,1,2,0,10,67,13,0,0,0,0,"2","0","0",14,0,14,3,3,0
"41358","2",46,246,1146,2946,"1",5,1,1,0,10,67,2,0,0,0,0,"0","2","0",14,0,14,3,3,0
"41360","2",28,184,1084,2884,"1",5,1,1,0,10,67,-3,0,0,0,0,"0","0","0",14,0,14,3,3,0
"41365","2",68,82,982,2782,"1",6,1,1,0,10,2,2,0,0,0,0,"2","2","0",-14,0,14,3,3,1
"41375","2",68,819,819,2619,"1",8,2,1,0,10,62,6,0,0,0,0,"0","2","0",-14,0,14,3,3,1
"41379","2",55,730,730,2530,"1",8,2,1,0,10,62,3,0,0,0,0,"0","2","0",-14,0,14,3,3,1
"41380","2",52,692,692,2492,"1",8,2,2,0,7,62,23,1,0,0,0,"0","0","0",-14,0,14,3,3,1
"41381","0",29,659,659,2459,"1",8,2,1,0,10,62,6,0,0,0,0,"0","0","0",-14,0,14,3,3,1
"41382","0",23,634,634,2434,"1",8,2,2,0,4,62,2,0,0,0,0,"0","1","0",-14,0,14,3,3,1
"41383","0",21,593,593,2393,"1",8,2,3,0,2,62,-1,1,0,0,0,"0","1","0",-14,0,14,3,3,1
"41387","0",59,522,522,2322,"1",9,2,1,0,10,35,14,0,0,0,0,"2","1","0",11,3,14,3,3,0
"41388","0",55,495,495,2295,"1",9,2,1,0,6,35,2,0,0,0,0,"0","1","0",11,3,14,3,3,0
"41391","2",41,417,417,2217,"1",9,2,1,0,10,35,-6,0,0,0,0,"2","0","0",11,3,14,3,3,0
"41396","2",99,298,298,2098,"1",10,2,1,0,10,3,5,0,0,0,0,"0","1","0",-11,3,14,3,3,1
"41397","2",94,258,258,2058,"1",10,2,2,0,5,3,3,0,0,0,0,"2","2","0",-11,3,14,3,3,1
"41405","0",52,103,103,1903,"1",11,2,2,0,3,54,9,1,0,1,1,"0","0","0",11,3,14,3,3,0
"41422","2",58,857,1757,1757,"2",13,3,1,0,10,18,4,0,0,0,0,"2","1","0",-14,3,17,3,3,1
"41427","0",78,700,1600,1600,"2",14,3,1,0,10,41,3,0,0,0,0,"0","1","0",14,3,17,3,3,0
"41428","0",75,660,1560,1560,"2",14,3,2,0,7,41,3,0,0,0,0,"0","1","0",14,3,17,3,3,0
"41436","2",99,542,1442,1442,"2",15,3,1,0,11,2,2,0,0,0,0,"0","2","0",-14,3,17,3,3,1
"41437","2",97,499,1399,1399,"2",15,3,2,0,9,2,1,0,0,0,0,"2","1","0",-14,3,17,3,3,1
"41441","2",46,436,1336,1336,"2",16,3,1,0,5,13,8,0,0,0,0,"2","2","0",14,3,17,3,3,0
"41443","2",71,399,1299,1299,"2",17,3,1,0,10,62,3,0,0,1,1,"2","0","0",-14,3,17,3,3,1
"41444","2",63,375,1275,1275,"2",17,3,1,0,10,62,17,0,0,1,1,"2","0","0",-14,3,17,3,3,1
"41447","0",40,278,1178,1178,"2",17,3,3,0,4,62,7,1,0,0,0,"0","1","0",-14,3,17,3,3,1
"41451","0",15,228,1128,1128,"2",17,3,2,0,10,62,3,0,0,0,0,"0","2","0",-14,3,17,3,3,1
"41452","0",12,182,1082,1082,"2",17,3,3,0,7,62,3,1,0,1,1,"2","0","0",-14,3,17,3,3,1
"41456","0",55,106,1006,1006,"2",18,3,1,0,10,87,3,0,0,0,0,"2","0","0",11,6,17,3,3,0
"41458","2",44,39,939,939,"2",18,3,1,0,10,87,18,0,0,0,0,"0","1","0",11,6,17,3,3,0
"41460","2",26,900,900,900,"2",18,4,1,0,10,87,17,0,0,0,0,"2","2","0",11,6,17,3,3,0
"41461","2",9,858,858,858,"2",18,4,1,1,9,87,6,0,0,0,0,"0","2","0",11,6,17,3,3,0
"41462","2",3,821,821,821,"2",18,4,2,1,3,87,3,0,0,0,0,"2","1","2",11,6,23,3,3,0
"41466","2",66,788,788,788,"2",19,4,2,0,1,75,4,1,0,0,0,"0","1","0",-18,6,24,3,3,1
"41471","0",92,714,714,714,"2",20,4,1,0,10,19,4,0,0,0,0,"2","1","0",12,12,24,3,3,0
"41474","0",71,600,600,600,"2",20,4,1,0,10,19,-1,0,0,0,0,"0","1","0",12,12,24,3,3,0
"41479","2",67,499,499,499,"2",21,4,2,0,10,60,3,1,0,1,1,"2","0","0",-12,12,24,3,3,1
"41487","0",34,387,387,387,"2",21,4,3,0,10,60,6,1,0,1,1,"0","0","0",-12,12,24,3,3,1
"41498","0",56,205,205,205,"2",22,4,1,0,15,64,5,0,0,0,0,"0","1","0",12,12,24,2,3,0
"41502","2",41,189,189,189,"2",22,4,1,0,10,64,2,0,0,0,0,"2","1","0",12,12,24,0,3,0
"41503","2",39,144,144,144,"2",22,4,2,0,8,64,13,0,0,0,0,"2","1","0",12,12,24,0,3,0
"44844","2",43,756,1656,3456,"1",1,1,1,0,10,73,20,0,0,0,0,"2","0","0",0,0,0,3,3,0
"44845","2",23,716,1616,3416,"1",1,1,1,0,10,73,2,0,0,0,0,"1","3","0",0,0,0,3,3,0
"44847","2",5,648,1548,3348,"1",1,1,1,1,5,73,3,0,0,0,0,"1","3","0",0,0,0,3,3,0
"44848","2",2,611,1511,3311,"1",1,1,2,1,2,73,1,0,0,0,0,"1","3","0",0,0,0,3,3,0
"44849","2",1,589,1489,3289,"1",1,1,3,1,1,73,-1,0,0,0,0,"1","3","0",0,0,0,3,3,0
"44855","0",6,425,1325,3125,"1",2,1,1,1,6,42,4,1,0,0,0,"1","3","0",-3,0,3,3,3,1
"44860","0",79,373,1273,3073,"1",3,1,1,0,10,79,2,1,0,0,0,"0","0","0",0,3,3,3,3,0
"44861","0",77,334,1234,3034,"1",3,1,2,0,8,79,1,0,0,0,0,"1","3","0",0,3,3,3,3,0
"44865","2",38,231,1131,2931,"1",3,1,2,0,10,79,4,1,0,0,0,"2","0","0",0,3,3,3,3,0
"44866","2",34,195,1095,2895,"1",3,1,3,0,6,79,8,1,0,0,0,"1","3","0",0,3,3,3,3,0
"44867","2",26,155,1055,2855,"1",3,1,1,0,10,79,-3,0,0,0,0,"1","3","0",0,3,3,3,3,0
"44873","2",5,47,947,2747,"1",3,1,3,0,4,79,5,1,0,0,0,"1","3","2",0,3,9,3,2,0
"44880","2",57,857,857,2657,"1",4,2,1,0,10,40,0,0,0,0,0,"2","0","0",-7,3,10,3,2,1
"44883","0",38,774,774,2574,"1",4,2,2,0,10,40,3,0,0,0,0,"1","3","0",-7,3,10,3,2,1
"44889","0",60,673,673,2473,"1",5,2,2,0,10,24,7,0,0,0,0,"0","0","0",4,6,10,3,2,0
"44890","0",53,632,632,2432,"1",5,2,3,0,3,24,2,1,0,1,1,"1","3","0",4,6,10,3,2,0
"44893","2",79,539,539,2339,"1",6,2,1,0,10,90,9,0,0,0,0,"0","0","0",-4,6,10,3,2,1
"44894","2",70,497,497,2297,"1",6,2,2,0,1,90,9,0,0,0,0,"0","0","0",-4,6,10,3,2,1
"44901","0",55,331,331,2131,"1",7,2,1,0,10,55,16,0,0,0,0,"2","0","0",-3,13,10,3,2,0
"44902","2",39,300,300,2100,"1",7,2,1,0,10,55,9,0,0,0,0,"1","3","0",-3,13,10,3,2,0
"44903","2",30,258,258,2058,"1",7,2,2,0,1,55,7,1,0,0,0,"1","3","0",-3,13,10,3,2,0
"44904","2",23,219,219,2019,"1",7,2,1,0,10,55,15,1,0,0,0,"0","0","0",-3,13,10,3,2,0
"44905","2",8,178,178,1978,"1",7,2,1,1,8,55,0,0,0,0,0,"1","3","0",-3,13,10,3,2,0
"44906","2",8,136,136,1936,"1",7,2,2,1,8,55,8,0,0,0,0,"0","0","2",-3,13,16,3,2,0
"44913","2",37,86,86,1886,"1",9,2,1,0,10,5,7,1,0,0,0,"1","3","0",4,13,17,3,2,0
"44926","0",41,7,7,1807,"1",10,2,3,0,2,35,3,1,0,1,1,"0","0","0",-7,13,20,1,1,1
"44932","2",72,855,1755,1755,"2",11,3,2,0,2,80,2,0,0,0,0,"1","3","0",-4,16,20,3,3,1
"44934","2",62,775,1675,1675,"2",11,3,2,0,2,80,7,0,0,0,0,"0","0","0",-4,16,20,3,3,1
"44936","0",44,690,1590,1590,"2",11,3,1,0,10,80,0,0,0,0,0,"1","3","0",-4,16,20,3,3,1
"44939","0",33,604,1504,1504,"2",11,3,2,0,10,80,4,1,0,0,0,"1","3","0",-4,16,20,3,3,1
"44945","0",75,507,1407,1407,"2",12,3,1,0,10,8,8,0,0,0,0,"2","0","0",-4,24,20,3,3,0
"44946","0",67,468,1368,1368,"2",12,3,2,0,2,8,4,1,0,0,0,"1","3","0",-4,24,20,3,3,0
"44947","0",63,430,1330,1330,"2",12,3,1,0,10,8,-4,0,0,0,0,"1","3","0",-4,24,20,3,3,0
"44954","2",60,243,1143,1143,"2",13,3,1,0,10,16,-1,0,0,0,0,"2","0","0",4,24,20,3,3,1
"44960","0",54,85,985,985,"2",14,3,1,0,10,26,9,1,0,0,0,"0","0","0",-4,24,20,3,3,0
"44961","2",45,38,938,938,"2",14,3,2,0,1,26,-4,0,0,0,0,"1","3","0",-4,24,20,3,3,0
"44965","2",89,884,884,884,"2",15,4,1,0,10,22,1,1,0,0,0,"1","3","0",4,24,20,3,3,1
"44966","2",88,848,848,848,"2",15,4,2,0,9,22,1,0,0,0,0,"1","3","0",4,24,20,3,3,1
"44969","2",62,743,743,743,"2",15,4,1,0,10,22,2,1,0,0,0,"1","3","0",4,24,20,3,3,1
"44975","0",97,581,581,581,"2",16,4,3,0,12,3,5,1,0,1,1,"2","0","1",-4,30,20,3,3,0
"44979","0",66,530,530,530,"2",17,4,2,0,1,9,1,1,1,0,0,"0","0","0",-11,31,20,3,3,0
"44982","0",34,465,465,465,"2",18,4,1,0,10,34,1,0,0,0,0,"0","0","0",11,31,20,3,3,1
"44983","0",33,420,420,420,"2",18,4,2,0,9,34,6,0,0,0,0,"2","0","0",11,31,20,3,3,1
"44984","0",27,373,373,373,"2",18,4,3,0,3,34,7,1,0,1,1,"1","3","0",11,31,20,3,3,1
"44986","0",20,319,319,319,"2",18,4,2,0,10,34,2,1,0,0,0,"0","0","0",11,31,20,3,3,1
"44994","0",20,249,249,249,"2",20,4,1,0,10,7,7,0,0,0,0,"0","0","0",18,38,20,3,3,1
"44995","0",13,203,203,203,"2",20,4,2,0,3,7,1,0,0,0,0,"2","0","0",18,38,20,3,3,1
"44996","0",12,158,158,158,"2",20,4,3,0,2,7,2,0,0,0,0,"1","3","0",18,38,20,3,3,1
